x, y
0.5675675675675675, 0.003372681281618887
0.8648648648648649, 0.003372681281618887
1.1891891891891893, 0.006745362563237774
1.5945945945945947, 0.006745362563237774
2.1621621621621623, 0.013490725126475547
2.756756756756757, 0.02023608768971332
3.135135135135135, 0.02023608768971332
3.486486486486487, 0.026981450252951095
3.756756756756757, 0.03035413153456998
4.054054054054054, 0.03372681281618887
4.324324324324325, 0.04047217537942664
4.5675675675675675, 0.043844856661045525
4.783783783783784, 0.05396290050590219
5, 0.05733558178752107
5.27027027027027, 0.06745362563237774
5.5675675675675675, 0.07419898819561552
5.837837837837839, 0.08431703204047217
6.081081081081082, 0.10118043844856661
6.324324324324325, 0.11804384485666104
6.540540540540541, 0.14165261382799324
6.72972972972973, 0.16188870151770657
6.9459459459459465, 0.18549747048903878
7.081081081081082, 0.21585160202360876
7.216216216216217, 0.24620573355817874
7.324324324324325, 0.2833052276559865
7.405405405405406, 0.327150084317032
7.486486486486487, 0.3642495784148398
7.513513513513514, 0.4114671163575042
7.567567567567568, 0.44856661045531193
7.594594594594595, 0.4890387858347386
7.594594594594595, 0.5295109612141652
7.621621621621622, 0.5733558178752107
7.648648648648649, 0.6374367622259696
7.621621621621622, 0.6003372681281619
7.621621621621622, 0.6880269814502529
7.621621621621622, 0.7487352445193929
7.621621621621622, 0.8094435075885329
7.648648648648649, 0.8870151770657673
7.621621621621622, 0.9747048903878583
7.648648648648649, 1.015177065767285
7.648648648648649, 1.0792580101180438
7.621621621621622, 1.1534569983136593
7.621621621621622, 1.2242833052276558
7.621621621621622, 1.2782462057335582
7.621621621621622, 1.3052276559865092
7.621621621621622, 1.3659359190556493
7.648648648648649, 1.4064080944350759
7.675675675675676, 1.4502529510961213
7.783783783783784, 1.4772344013490724
7.783783783783784, 1.5075885328836425
7.72972972972973, 1.5345699831365935
7.675675675675676, 1.5075885328836425
7.675675675675676, 1.5075885328836425
7.675675675675676, 1.4772344013490724
7.675675675675676, 1.4772344013490724
7.837837837837839, 1.4536256323777401
7.837837837837839, 1.4232715008431702
7.810810810810811, 1.3895446880269813
7.837837837837839, 1.3558178752107926
7.810810810810811, 1.3220910623946036
7.837837837837839, 1.2782462057335582
7.864864864864865, 1.2411467116357504
7.837837837837839, 1.2006745362563238
7.837837837837839, 1.160202360876897
7.810810810810811, 1.1231028667790892
7.837837837837839, 1.0826306913996626
7.864864864864865, 1.0185497470489038
7.864864864864865, 1.048903878583474
7.864864864864865, 0.9780775716694772
7.891891891891892, 0.9106239460370994
7.918918918918919, 0.8465430016863406
7.891891891891892, 0.7858347386172007
7.918918918918919, 0.9409780775716694
7.891891891891892, 0.8802698145025295
7.891891891891892, 0.8161888701517707
7.9459459459459465, 0.745362563237774
7.918918918918919, 0.7082630691399663
7.891891891891892, 0.6610455311973018
7.918918918918919, 0.6172006745362563
7.972972972972974, 0.5733558178752107
7.9459459459459465, 0.5295109612141652
7.972972972972974, 0.49241146711635747
7.972972972972974, 0.4519392917369308
8, 0.40809443507588533
8, 0.3608768971332209
8.054054054054054, 0.29679595278246207
8.027027027027028, 0.32040472175379425
8.08108108108108, 0.2630691399662732
8.18918918918919, 0.23946037099494097
8.27027027027027, 0.209106239460371
8.432432432432433, 0.18549747048903878
8.621621621621623, 0.16863406408094433
8.945945945945946, 0.1551433389544688
9.324324324324325, 0.1551433389544688
9.837837837837839, 0.15851602023608768
10.297297297297298, 0.16188870151770657
10.864864864864865, 0.16863406408094433
11.54054054054054, 0.1753794266441821
12.216216216216218, 0.18549747048903878
13.108108108108109, 0.19561551433389543
12.216216216216218, 0.18549747048903878
14, 0.209106239460371
14.783783783783784, 0.21922428330522764
15.567567567567568, 0.2259696458684654
15.864864864864865, 0.2293423271500843
